,company,item,calories,total_fat_(g),saturated_fat_(g),cholesterol_(mg),sodium_(mg),carbs_(g),sugars_(g),protein_(g)
1136,Pizza Hut,Hand Tossed Slices Pepperoni Lover’s® Small,160.0,7.0,3.0,20.0,310.0,17.0,8.0,7.0
1137,Pizza Hut,Hand Tossed Slices Pepperoni Lover’s® Medium,270.0,13.0,6.0,35.0,530.0,26.0,1.0,12.0
1138,Pizza Hut,Hand Tossed Slices Pepperoni Lover’s® Large,370.0,18.0,8.0,50.0,740.0,35.0,2.0,17.0
1139,Pizza Hut,Hand Tossed Slices Supreme Small,150.0,6.0,2.5,15.0,280.0,17.0,1.0,6.0
1140,Pizza Hut,Hand Tossed Slices Supreme Medium,240.0,10.0,4.0,25.0,450.0,26.0,2.0,10.0
1141,Pizza Hut,Hand Tossed Slices Supreme Large,320.0,14.0,6.0,35.0,630.0,35.0,2.0,14.0
1142,Pizza Hut,Hand Tossed Slices Ultimate Cheese Lover’s® Small,150.0,6.0,2.5,15.0,250.0,16.0,8.0,6.0
1143,Pizza Hut,Hand Tossed Slices Ultimate Cheese Lover’s® Medium,230.0,10.0,4.5,25.0,390.0,25.0,1.0,11.0
1144,Pizza Hut,Hand Tossed Slices Ultimate Cheese Lover’s® Large,310.0,13.0,6.0,35.0,540.0,33.0,1.0,15.0
1145,Pizza Hut,Hand Tossed Slices Veggie Lover’s® Small,120.0,4.0,1.5,10.0,230.0,17.0,1.0,5.0
1146,Pizza Hut,Hand Tossed Slices Veggie Lover’s® Medium,200.0,6.0,2.5,15.0,370.0,27.0,2.0,8.0
1147,Pizza Hut,Hand Tossed Slices Veggie Lover’s® Large,260.0,9.0,4.0,20.0,510.0,36.0,3.0,11.0
